ENSGID	CHR	START	END	TSS	STRAND	NAME
ENSG00000267885	1	33439268	33439642	33439268	+	FKSG48
ENSG00000004455	1	33473587	33546597	33546597	-	AK2
ENSG00000142920	1	33546705	33589093	33546705	+	AZIN2
ENSG00000116525	1	33611000	33647660	33647660	-	TRIM62
ENSG00000160094	1	33722093	33766320	33722093	+	ZNF362
ENSG00000184389	1	33772367	33786699	33786699	-	A3GALT2
ENSG00000134686	1	33789224	33896696	33896696	-	PHC2
ENSG00000121903	1	33938246	33967243	33938246	+	ZSCAN20
ENSG00000121904	1	33979598	34631443	34631443	-	CSMD2
ENSG00000176256	1	34326076	34330392	34326076	+	HMGB4
ENSG00000142698	1	34632484	34684732	34632484	+	C1orf94
ENSG00000163866	1	35178338	35325356	35325356	-	SMIM12
ENSG00000189280	1	35220648	35224113	35220648	+	GJB5
ENSG00000189433	1	35225341	35227928	35225341	+	GJB4
ENSG00000188910	1	35246815	35251970	35246815	+	GJB3
ENSG00000187513	1	35258600	35261348	35258600	+	GJA4
ENSG00000116544	1	35331037	35395251	35395251	-	DLGAP3
ENSG00000243749	1	35446981	35450948	35450948	-	TMEM35B
ENSG00000163867	1	35451766	35497546	35497546	-	ZMYM6
ENSG00000197056	1	35497773	35581460	35497773	+	ZMYM1
ENSG00000116560	1	35641979	35659047	35659047	-	SFPQ
ENSG00000146463	1	35734310	35887659	35734310	+	ZMYM4
ENSG00000142687	1	35859484	36023551	36023551	-	KIAA0319L
ENSG00000020129	1	36023074	36032875	36023074	+	NCDN
ENSG00000116819	1	36038915	36060929	36038915	+	TFAP2E
ENSG00000126067	1	36065142	36107127	36107127	-	PSMB2
ENSG00000142686	1	36179478	36184495	36184495	-	C1orf216
ENSG00000092853	1	36185819	36235579	36235579	-	CLSPN
ENSG00000134698	1	36273617	36323491	36273617	+	AGO4
ENSG00000092847	1	36335409	36396133	36335409	+	AGO1
ENSG00000126070	1	36396319	36538101	36396319	+	AGO3
ENSG00000092850	1	36549695	36553876	36549695	+	TEKT2
ENSG00000116863	1	36554493	36559533	36554493	+	ADPRS
ENSG00000171812	1	36560840	36590823	36590823	-	COL8A2
ENSG00000054116	1	36602171	36621654	36621654	-	TRAPPC3
ENSG00000116871	1	36621180	36646450	36621180	+	MAP7D1
ENSG00000054118	1	36690033	36770958	36690033	+	THRAP3
ENSG00000214193	1	36771969	36794941	36771969	+	SH3D21
ENSG00000142694	1	36787631	36789755	36789755	-	EVA1B
ENSG00000196182	1	36805225	36851525	36851525	-	STK40
ENSG00000181817	1	36856839	36863509	36863509	-	LSM10
ENSG00000116885	1	36881428	36916052	36916052	-	OSCP1
ENSG00000116898	1	36921319	36929985	36929985	-	MRPS15
ENSG00000119535	1	36931644	36948879	36948879	-	CSF3R
ENSG00000163873	1	37261128	37500116	37500116	-	GRIK3
ENSG00000163874	1	37940181	37949978	37940181	+	ZC3H12A
ENSG00000163875	1	37955594	37980367	37980367	-	MEAF6
ENSG00000163877	1	38000050	38019894	38019894	-	SNIP1
ENSG00000163879	1	38022520	38032458	38022520	+	DNALI1
ENSG00000134697	1	38032417	38061538	38061538	-	GNL2
ENSG00000169218	1	38076951	38100564	38100564	-	RSPO1
ENSG00000116922	1	38147242	38157921	38157921	-	C1orf109
ENSG00000134690	1	38158153	38175391	38158153	+	CDCA8
ENSG00000183317	1	38179552	38230805	38230805	-	EPHA10
ENSG00000185090	1	38259519	38266809	38259519	+	MANEAL
ENSG00000196449	1	38268617	38273880	38273880	-	YRDC
ENSG00000197982	1	38272651	38275126	38272651	+	C1orf122
ENSG00000188786	1	38275246	38325264	38325264	-	MTF1
ENSG00000204084	1	38326369	38412725	38412725	-	INPP5B
ENSG00000183431	1	38422647	38455747	38455747	-	SF3A3
ENSG00000183386	1	38462442	38471278	38471278	-	FHL3
ENSG00000183520	1	38474930	38490492	38474930	+	UTP11
ENSG00000185668	1	38509501	38512465	38512465	-	POU3F1
ENSG00000116954	1	39303870	39325444	39325444	-	RRAGC
ENSG00000214114	1	39328165	39339040	39339040	-	MYCBP
ENSG00000131233	1	39339741	39347259	39347259	-	GJA9
ENSG00000158315	1	39351479	39407502	39407502	-	RHBDL2
ENSG00000174574	1	39456948	39471731	39456948	+	AKIRIN1
ENSG00000168653	1	39491990	39500308	39491990	+	NDUFS5
ENSG00000127603	1	39546988	39952849	39546988	+	MACF1
ENSG00000183682	1	39957308	39995541	39957308	+	BMP8A
ENSG00000090621	1	40026381	40042462	40042462	-	PABPC4
ENSG00000163909	1	40089107	40105315	40105315	-	HEYL
ENSG00000116981	1	40116901	40137779	40137779	-	NT5C1A
ENSG00000116983	1	40144320	40157157	40157157	-	HPCAL4
ENSG00000084072	1	40157854	40229586	40157854	+	PPIE
ENSG00000116985	1	40222854	40254537	40254537	-	BMP8B
ENSG00000198754	1	40235195	40237020	40237020	-	OXCT2
ENSG00000043514	1	40303782	40349183	40349183	-	TRIT1
ENSG00000116990	1	40361100	40367928	40367928	-	MYCL
ENSG00000168389	1	40420784	40435640	40420784	+	MFSD2A
ENSG00000131236	1	40505905	40538321	40505905	+	CAP1
ENSG00000131238	1	40538382	40562932	40562932	-	PPT1
ENSG00000117000	1	40627059	40706593	40627059	+	RLF
ENSG00000188800	1	40711619	40717356	40711619	+	TMCO2
ENSG00000084073	1	40723713	40759852	40723713	+	ZMPSTE24
ENSG00000049089	1	40766161	40783485	40783485	-	COL9A2
ENSG00000084070	1	40810522	40888998	40810522	+	SMAP2
ENSG00000187801	1	40915774	40929390	40915774	+	ZFP69B
ENSG00000187815	1	40942962	40962015	40942962	+	ZFP69
ENSG00000164002	1	40974413	40981710	40974413	+	EXO5
ENSG00000117010	1	40997245	41013839	40997245	+	ZNF684
ENSG00000117016	1	41086352	41131354	41131354	-	RIMS3
ENSG00000066136	1	41157320	41237275	41157320	+	NFYC
ENSG00000117013	1	41249459	41306124	41249459	+	KCNQ4
ENSG00000179862	1	41326726	41328035	41328035	-	CITED4
ENSG00000171793	1	41444972	41478237	41444972	+	CTPS1
ENSG00000171790	1	41481261	41488909	41488909	-	SLFNL1
ENSG00000010803	1	41492874	41707978	41707978	-	SCMH1
ENSG00000204060	1	41827594	41849262	41827594	+	FOXO6
ENSG00000127129	1	41944446	41950354	41950354	-	EDN2
ENSG00000127124	1	41972036	42501596	42501596	-	HIVEP3
ENSG00000044012	1	42619081	42621491	42619081	+	GUCA2B
ENSG00000197273	1	42628361	42630416	42630416	-	GUCA2A
ENSG00000198815	1	42642210	42801548	42801548	-	FOXJ3
ENSG00000177181	1	42846463	42889903	42846463	+	RIMKLA
ENSG00000066185	1	42896000	42921924	42921924	-	ZMYND12
ENSG00000127125	1	42921788	42939056	42921788	+	PPCS
ENSG00000186409	1	42928892	43122861	42928892	+	CCDC30
ENSG00000171960	1	43124006	43142429	43124006	+	PPIH
ENSG00000065978	1	43148089	43169476	43148089	+	YBX1
ENSG00000164007	1	43198764	43205925	43205925	-	CLDN19
ENSG00000117385	1	43212006	43232755	43232755	-	P3H1
ENSG00000164008	1	43232916	43245162	43232916	+	C1orf50
ENSG00000177868	1	43272723	43283068	43283068	-	SVBP
ENSG00000164010	1	43282793	43310662	43282793	+	ERMAP
ENSG00000164011	1	43312244	43318148	43312244	+	ZNF691
ENSG00000117394	1	43391024	43424564	43424564	-	SLC2A1
ENSG00000186973	1	43610824	43622067	43610824	+	CFAP144
ENSG00000117395	1	43629846	43736607	43736607	-	EBNA1BP2
ENSG00000243710	1	43638001	43720029	43638001	+	CFAP57
ENSG00000179178	1	43735654	43739673	43735654	+	TMEM125
ENSG00000253313	1	43747548	43751288	43751288	-	C1orf210
ENSG00000066056	1	43766653	43788779	43766653	+	TIE1
ENSG00000117400	1	43803489	43820137	43803489	+	MPL
ENSG00000117399	1	43824652	43828874	43824652	+	CDC20
ENSG00000066322	1	43829069	43833745	43833745	-	ELOVL1
ENSG00000159479	1	43849588	43855479	43855479	-	MED8
ENSG00000198198	1	43855553	43919918	43855553	+	SZT2
ENSG00000178922	1	43916660	43919660	43919660	-	HYI
ENSG00000142949	1	43990858	44089337	43990858	+	PTPRF
ENSG00000066135	1	44115820	44171189	44115820	+	KDM4A
ENSG00000126091	1	44171495	44396837	44171495	+	ST3GAL3
ENSG00000117407	1	44398992	44402912	44398992	+	ARTN
ENSG00000117408	1	44412622	44433694	44412622	+	IPO13
ENSG00000132768	1	44435672	44439041	44435672	+	DPH2
ENSG00000117410	1	44440159	44443967	44440159	+	ATP6V0B
ENSG00000117411	1	44444615	44456842	44444615	+	B4GALT2
ENSG00000159214	1	44457031	44462200	44457031	+	CCDC24
ENSG00000196517	1	44457172	44497139	44497139	-	SLC6A9
ENSG00000171872	1	44584493	44600812	44584493	+	KLF17
ENSG00000178028	1	44679127	44686353	44679127	+	DMAP1
ENSG00000117419	1	44686742	44820932	44820932	-	ERI3
ENSG00000187147	1	44870866	45117395	44870866	+	RNF220
ENSG00000126106	1	45100910	45140153	45140153	-	TMEM53
ENSG00000198520	1	45140364	45191263	45140364	+	ARMH1
ENSG00000142945	1	45205490	45233439	45205490	+	KIF2C
ENSG00000142937	1	45240923	45244451	45240923	+	RPS8
ENSG00000142959	1	45249257	45253842	45253842	-	BEST4
ENSG00000173846	1	45266049	45271662	45266049	+	PLK3
ENSG00000188396	1	45271565	45273023	45273023	-	DYNLT4
ENSG00000222009	1	45274195	45281257	45274195	+	BTBD19
ENSG00000117425	1	45285516	45308925	45308925	-	PTCH2
ENSG00000070785	1	45316194	45452394	45452394	-	EIF2B3
ENSG00000126107	1	45468212	45476996	45476996	-	HECTD3
ENSG00000126088	1	45476622	45481247	45476622	+	UROD
ENSG00000162415	1	45482071	45771881	45771881	-	ZSWIM5
ENSG00000186603	1	45792567	45794382	45792567	+	HPDL
ENSG00000132781	1	45794835	45806565	45806565	-	MUTYH
ENSG00000132773	1	45805724	45809645	45805724	+	TOE1
ENSG00000070759	1	45809555	45956835	45956835	-	TESK2
ENSG00000132763	1	45965972	45979054	45965972	+	MMACHC
ENSG00000117450	1	45976586	46008404	46008404	-	PRDX1
ENSG00000117448	1	46016215	46035721	46016215	+	AKR1A1
ENSG00000132780	1	46049518	46084576	46049518	+	NASP
ENSG00000159588	1	46085716	46089729	46089729	-	CCDC17
ENSG00000159592	1	46092976	46153785	46153785	-	GPBP1L1
ENSG00000159596	1	46153853	46160108	46153853	+	TMEM69
ENSG00000197429	1	46159996	46216325	46216325	-	IPP
ENSG00000086015	1	46252659	46501794	46252659	+	MAST2
ENSG00000117461	1	46505812	46598708	46598708	-	PIK3R3
ENSG00000117472	1	46640745	46651634	46640745	+	TSPAN1
ENSG00000085998	1	46654355	46685977	46685977	-	POMGNT1
ENSG00000171357	1	46669006	46686928	46669006	+	LURAP1
ENSG00000085999	1	46712133	46744152	46712133	+	RAD54L
ENSG00000132128	1	46726868	46769288	46769288	-	LRRC41
ENSG00000173660	1	46769370	46782448	46769370	+	UQCRH
ENSG00000117481	1	46806461	46830824	46806461	+	NSUN4
ENSG00000117480	1	46859989	46879520	46859989	+	FAAH
ENSG00000197587	1	46955508	46981888	46955508	+	DMBX1
ENSG00000162456	1	47011313	47017319	47017319	-	KNCN
ENSG00000079277	1	47023079	47082515	47082515	-	MKNK1
ENSG00000142961	1	47073391	47082483	47082483	-	MOB3C
ENSG00000123472	1	47098409	47139539	47139539	-	ATPAF1
ENSG00000159658	1	47140331	47184818	47184818	-	EFCAB14
ENSG00000186118	1	47134527	47139266	47134527	+	TEX38
ENSG00000142973	1	47223510	47285085	47223510	+	CYP4B1
ENSG00000187048	1	47394849	47407156	47407156	-	CYP4A11
ENSG00000186377	1	47489341	47516423	47489341	+	CYP4X1
ENSG00000186160	1	47532903	47583990	47532903	+	CYP4Z1
ENSG00000162365	1	47603107	47615399	47603107	+	CYP4A22
ENSG00000162366	1	47649254	47656716	47656716	-	PDZK1IP1
ENSG00000162367	1	47681962	47697897	47697897	-	TAL1
ENSG00000123473	1	47715811	47780564	47780564	-	STIL
ENSG00000162368	1	47799462	47860538	47799462	+	CMPK1
ENSG00000186790	1	47881957	47883724	47881957	+	FOXE3
ENSG00000186564	1	47903716	47906363	47903716	+	FOXD2
ENSG00000269113	1	48226200	48463057	48463057	-	TRABD2B
ENSG00000273395	1	48226979	48227290	48227290	-	FLJ00388
ENSG00000117834	1	48688357	48714316	48688357	+	SLC5A9
ENSG00000132122	1	48761045	48937880	48937880	-	SPATA6
ENSG00000186094	1	48998526	50489626	50489626	-	AGBL4
ENSG00000162373	1	49193191	49242641	49242641	-	BEND5
ENSG00000162374	1	50489701	50669444	50489701	+	ELAVL4
ENSG00000142700	1	50883222	50889115	50889115	-	DMRTA2
ENSG00000185104	1	50902700	51425939	51425939	-	FAF1
ENSG00000123080	1	51426417	51440306	51426417	+	CDKN2C
ENSG00000204006	1	51567893	51613758	51567893	+	C1orf185
ENSG00000123091	1	51701945	51739119	51701945	+	RNF11
ENSG00000085831	1	51752930	51810788	51810788	-	TTC39A
ENSG00000085832	1	51819935	51985000	51985000	-	EPS15
ENSG00000117859	1	52042851	52264099	52042851	+	OSBPL9
ENSG00000078618	1	52254863	52344477	52344477	-	NRDC
ENSG00000169213	1	52373628	52456372	52456372	-	RAB3B
ENSG00000117862	1	52485803	52520863	52520863	-	TXNDC12
ENSG00000198841	1	52497775	52499482	52499482	-	KTI12
ENSG00000134717	1	52521871	52556388	52521871	+	BTF3L4
ENSG00000157077	1	52607761	52814343	52607761	+	ZFYVE9
ENSG00000154222	1	52811395	52831877	52831877	-	CC2D1B
ENSG00000085840	1	52838501	52870095	52870095	-	ORC1
ENSG00000134748	1	52870274	52886508	52870274	+	PRPF38A
ENSG00000134744	1	52873954	53019159	53019159	-	TUT4
ENSG00000116157	1	53068043	53074723	53068043	+	GPX7
ENSG00000182183	1	53098840	53135355	53098840	+	SHISAL2A
ENSG00000162377	1	53150121	53164019	53164019	-	COA7
ENSG00000162378	1	53192125	53293008	53192125	+	ZYG11B
ENSG00000203995	1	53308183	53360670	53308183	+	ZYG11A
ENSG00000121310	1	53361582	53392884	53392884	-	ECHDC2
ENSG00000116171	1	53392948	53517370	53392948	+	SCP2
ENSG00000174348	1	53527724	53551173	53527724	+	PODN
ENSG00000162383	1	53552851	53608310	53608310	-	SLC1A7
ENSG00000157184	1	53662464	53679869	53662464	+	CPT2
ENSG00000162384	1	53679771	53686306	53686306	-	CZIB
ENSG00000162385	1	53692572	53704190	53704190	-	MAGOH
ENSG00000157193	1	53708036	53794141	53794141	-	LRP8
ENSG00000143006	1	53925072	53933161	53925072	+	DMRTB1
ENSG00000174332	1	53971910	54204837	54204837	-	GLIS1
ENSG00000058804	1	54231151	54304136	54304136	-	NDC1
ENSG00000058799	1	54317392	54355471	54355471	-	YIPF1
ENSG00000211452	1	54356912	54376759	54356912	+	DIO1
ENSG00000081870	1	54382247	54411372	54411372	-	IFT25
ENSG00000116212	1	54411758	54433841	54411758	+	LRRC42
ENSG00000203985	1	54472971	54483859	54483859	-	LDLRAD1
ENSG00000116209	1	54492354	54519177	54519177	-	TMEM59
ENSG00000116205	1	54519257	54578192	54519257	+	TCEANC2
ENSG00000157211	1	54598360	54619443	54619443	-	CDCP2
ENSG00000215883	1	54635324	54665709	54665709	-	CYB5RL
ENSG00000116221	1	54649714	54691137	54649714	+	MRPL37
ENSG00000157216	1	54691105	54879152	54879152	-	SSBP3
ENSG00000162390	1	55007930	55104865	55007930	+	ACOT11
ENSG00000162391	1	55074854	55089229	55089229	-	FAM151A
ENSG00000184313	1	55107427	55175939	55107427	+	MROH7
ENSG00000243725	1	55181534	55208330	55181534	+	TTC4
ENSG00000162396	1	55222571	55230196	55230196	-	PARS2
ENSG00000006555	1	55245385	55266996	55266996	-	TTC22
ENSG00000162398	1	55271736	55307925	55271736	+	LEXM
ENSG00000116133	1	55315300	55352868	55352868	-	DHCR24
ENSG00000143001	1	55446301	55457961	55446301	+	TMEM61
ENSG00000162399	1	55464606	55482845	55464606	+	BSND
ENSG00000169174	1	55505120	55530525	55505120	+	PCSK9
ENSG00000162402	1	55532032	55681051	55681051	-	USP24
ENSG00000162407	1	56960433	57110974	57110974	-	PLPP3
ENSG00000162409	1	57110987	57181008	57110987	+	PRKAA2
ENSG00000187889	1	57184462	57285369	57285369	-	FYB2
ENSG00000157131	1	57320441	57383896	57320441	+	C8A
ENSG00000021852	1	57394880	57440056	57440056	-	C8B
ENSG00000173406	1	57460451	59012406	59012406	-	DAB1
ENSG00000162600	1	58881056	59012474	59012474	-	OMA1
ENSG00000184292	1	59041105	59042924	59042924	-	TACSTD2
ENSG00000162601	1	59109112	59165762	59165762	-	MYSM1
ENSG00000177606	1	59242517	59249720	59249720	-	JUN
ENSG00000172456	1	59762310	60276319	59762310	+	FGGY
ENSG00000134709	1	60280458	60341994	60280458	+	HOOK1
ENSG00000134716	1	60358980	60392445	60392445	-	CYP2J2
ENSG00000162598	1	60452941	60539442	60539442	-	C1orf87
ENSG00000162599	1	61330931	61928460	61330931	+	NFIA
ENSG00000162604	1	62146718	62191095	62191095	-	TM2D1
ENSG00000132849	1	62208149	62644347	62208149	+	PATJ
ENSG00000240563	1	62660521	62678000	62660521	+	L1TD1
ENSG00000132854	1	62701837	62785105	62785105	-	KANK4
ENSG00000162607	1	62901968	62917475	62901968	+	USP1
ENSG00000116641	1	62919969	63154057	63154057	-	DOCK7
ENSG00000132855	1	63063191	63071984	63063191	+	ANGPTL3
ENSG00000125703	1	63249803	63331187	63249803	+	ATG4C
ENSG00000187140	1	63788238	63790799	63788238	+	FOXD3
ENSG00000088035	1	63833246	63904224	63833246	+	ALG6
ENSG00000142856	1	63906441	64059392	64059392	-	ITGB3BP
ENSG00000203965	1	63989043	64038364	63989043	+	EFCAB7
ENSG00000116652	1	64012753	64016307	64012753	+	DLEU2L
ENSG00000079739	1	64059082	64125916	64059082	+	PGM1
ENSG00000185483	1	64239688	64647181	64239688	+	ROR1
ENSG00000177414	1	64669306	64733051	64669306	+	UBE2U
ENSG00000158966	1	64935812	65158741	64935812	+	CACHD1
ENSG00000162437	1	65210758	65298915	65210758	+	RAVER2
ENSG00000162434	1	65298906	65533437	65533437	-	JAK1
ENSG00000162433	1	65613232	65697828	65613232	+	AK4
ENSG00000116675	1	65713902	65881554	65713902	+	DNAJC6
ENSG00000116678	1	65886335	66107242	65886335	+	LEPR
ENSG00000213625	1	65886270	65901690	65886270	+	LEPROT
ENSG00000184588	1	66258197	66840262	66258197	+	PDE4B
ENSG00000118473	1	66998950	67216822	66998950	+	SGIP1
ENSG00000152760	1	67218142	67244730	67218142	+	DYNLT5
ENSG00000172410	1	67263423	67266959	67266959	-	INSL5
ENSG00000152763	1	67278568	67390539	67390539	-	DNAI4
ENSG00000198160	1	67390578	67454302	67390578	+	MIER1
ENSG00000116704	1	67465033	67519831	67519831	-	SLC35D1
ENSG00000203963	1	67557848	67697536	67697536	-	C1orf141
ENSG00000162594	1	67604590	67725662	67604590	+	IL23R
ENSG00000081985	1	67773047	67864407	67773047	+	IL12RB2
ENSG00000142864	1	67873493	67896098	67896098	-	SERBP1
ENSG00000116717	1	68150884	68154017	68150884	+	GADD45A
ENSG00000172380	1	68167158	68299150	68299150	-	GNG12
ENSG00000162595	1	68511569	68517400	68517400	-	DIRAS3
ENSG00000116729	1	68564156	68698803	68698803	-	WLS
ENSG00000116745	1	68894505	68915637	68915637	-	RPE65
ENSG00000024526	1	68939835	68962904	68962904	-	DEPDC1
ENSG00000033122	1	70033605	70617628	70033605	+	LRRC7
ENSG00000066557	1	70610488	70671262	70671262	-	LRRC40
ENSG00000116754	1	70671365	70718735	70671365	+	SRSF11
ENSG00000118454	1	70724682	70820417	70820417	-	ANKRD13C
ENSG00000197568	1	70820469	70851022	70820469	+	HHLA3
ENSG00000116761	1	70876901	70905534	70876901	+	CTH
ENSG00000050628	1	71318036	71513499	71513499	-	PTGER3
ENSG00000132485	1	71528974	71546972	71546972	-	ZRANB2
ENSG00000172260	1	71861626	72748222	72748222	-	NEGR1
ENSG00000162620	1	74491699	74663871	74663871	-	LRRIQ3
ENSG00000254685	1	74663922	74699770	74663922	+	FPGT
ENSG00000116783	1	74701071	75010112	74701071	+	TNNI3K
ENSG00000162621	1	74935060	74978295	74978295	-	LRRC53
ENSG00000178965	1	75033801	75139476	75139476	-	ERICH3
ENSG00000116791	1	75171166	75199092	75199092	-	CRYZ
ENSG00000162623	1	75198836	75232362	75198836	+	TYW3
ENSG00000162624	1	75594119	75627218	75594119	+	LHX8
ENSG00000137968	1	75667814	76076799	76076799	-	SLC44A5
ENSG00000117054	1	76190116	76253260	76190116	+	ACADM
ENSG00000137955	1	76251882	76260771	76251882	+	RABGGTB
ENSG00000057468	1	76262567	76378927	76262567	+	MSH4
ENSG00000154007	1	76384558	76398089	76398089	-	ASB17
ENSG00000184005	1	76540431	77100288	76540431	+	ST6GALNAC3
ENSG00000117069	1	77333165	77533231	77333165	+	ST6GALNAC5
ENSG00000142892	1	77554674	77685115	77685115	-	PIGK
ENSG00000154027	1	77747704	78025651	77747704	+	AK5
ENSG00000036549	1	78028101	78149104	78149104	-	ZZZ3
ENSG00000077254	1	78161672	78225537	78225537	-	USP33
ENSG00000180488	1	78245309	78345225	78245309	+	MIGA1
ENSG00000162614	1	78354198	78409580	78354198	+	NEXN
ENSG00000162613	1	78409740	78444794	78444794	-	FUBP1
ENSG00000162616	1	78444859	78483648	78444859	+	DNAJB4
ENSG00000137960	1	78445226	78604128	78445226	+	GIPC2
ENSG00000122420	1	78769568	79006386	78769568	+	PTGFR
ENSG00000137959	1	79085587	79111830	79085587	+	IFI44L
ENSG00000137965	1	79115481	79129763	79115481	+	IFI44
ENSG00000162618	1	79355449	79747809	79747809	-	ADGRL4
ENSG00000117114	1	81771832	82459616	81771832	+	ADGRL2
ENSG00000137941	1	84330707	84464833	84464833	-	TTLL7
ENSG00000142875	1	84543745	84704181	84543745	+	PRKACB
ENSG00000203943	1	84764049	84855640	84764049	+	SAMD13
ENSG00000137976	1	84864167	84880701	84864167	+	DNASE2B
ENSG00000117133	1	84944942	84964035	84944942	+	RPF1
ENSG00000174021	1	84964006	84972264	84972264	-	GNG5
ENSG00000117151	1	85015294	85040163	85040163	-	CTBS
ENSG00000180869	1	85093913	85100703	85100703	-	LINC01555
ENSG00000117155	1	85109389	85156486	85156486	-	SSX2IP
ENSG00000171517	1	85277285	85358889	85358889	-	LPAR3
ENSG00000153898	1	85391266	85462796	85462796	-	MCOLN2
ENSG00000162643	1	85464830	85598821	85464830	+	DNAI3
ENSG00000055732	1	85483765	85514183	85514183	-	MCOLN3
ENSG00000097096	1	85622572	85667407	85667407	-	SYDE2
ENSG00000162642	1	85715636	85725355	85725355	-	C1orf52
ENSG00000142867	1	85731459	85742315	85742315	-	BCL10
ENSG00000153904	1	85784164	86044046	86044046	-	DDAH1
ENSG00000142871	1	86046444	86050272	86046444	+	CCN1
ENSG00000117174	1	86115100	86174116	86174116	-	ZNHIT6
ENSG00000171502	1	86194916	86622626	86622626	-	COL24A1
ENSG00000122417	1	86812507	86862025	86862025	-	ODF2L
ENSG00000137975	1	86889854	86922236	86889854	+	CLCA2
ENSG00000016490	1	86934051	86965942	86934051	+	CLCA1
ENSG00000016602	1	87012761	87046437	87012761	+	CLCA4
ENSG00000097033	1	87170253	87213867	87170253	+	SH3GLB1
ENSG00000183291	1	87328128	87380107	87380107	-	SELENOF
ENSG00000153936	1	87380318	87575665	87380318	+	HS2ST1
ENSG00000143013	1	87794563	87814606	87794563	+	LMO4
ENSG00000065243	1	89149905	89301938	89149905	+	PKN2
ENSG00000137947	1	89318316	89357627	89357627	-	GTF2B
ENSG00000137944	1	89401456	89458636	89458636	-	KYAT3
ENSG00000213516	1	89445139	89458643	89458643	-	RBMXL1
ENSG00000117226	1	89472362	89488577	89488577	-	GBP3
ENSG00000117228	1	89517565	89531043	89531043	-	GBP1
ENSG00000162645	1	89571815	89616139	89616139	-	GBP2
ENSG00000213512	1	89597425	89641692	89641692	-	GBP7
ENSG00000162654	1	89646827	89664625	89664625	-	GBP4
ENSG00000154451	1	89721872	89738543	89738543	-	GBP5
ENSG00000183347	1	89829618	89853719	89829618	+	GBP6
ENSG00000197147	1	89990388	90063420	89990388	+	LRRC8B
ENSG00000171488	1	90098631	90235462	90098631	+	LRRC8C
ENSG00000171492	1	90286573	90402170	90286573	+	LRRC8D
ENSG00000162664	1	90460669	90501092	90460669	+	ZNF326
ENSG00000143032	1	91177096	91182859	91182859	-	BARHL2
ENSG00000122482	1	91380855	91487829	91487829	-	ZNF644
ENSG00000162669	1	91726323	91870413	91870413	-	HFM1
